match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
7948,2,Mumbai Indians,Delhi Daredevils,5,5,E Lewis,Ishan Kishan,GJ Maxwell,0,0,0,0,0,0,4,0,4,,,
7948,2,Mumbai Indians,Delhi Daredevils,5,6,E Lewis,Ishan Kishan,GJ Maxwell,0,0,0,0,0,0,6,0,6,,,
7948,2,Mumbai Indians,Delhi Daredevils,6,1,Ishan Kishan,E Lewis,L Plunkett,0,1,0,0,0,0,1,1,2,,,
7948,2,Mumbai Indians,Delhi Daredevils,6,2,Ishan Kishan,E Lewis,L Plunkett,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,6,3,E Lewis,Ishan Kishan,L Plunkett,0,1,0,0,0,0,1,1,2,,,
7948,2,Mumbai Indians,Delhi Daredevils,6,4,E Lewis,Ishan Kishan,L Plunkett,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,6,5,Ishan Kishan,E Lewis,L Plunkett,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,6,6,Ishan Kishan,E Lewis,L Plunkett,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,6,7,E Lewis,Ishan Kishan,L Plunkett,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,6,8,Ishan Kishan,E Lewis,L Plunkett,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,7,1,Ishan Kishan,E Lewis,A Mishra,0,0,0,0,0,0,0,0,0,Ishan Kishan,caught,V Shankar
7948,2,Mumbai Indians,Delhi Daredevils,7,2,KA Pollard,E Lewis,A Mishra,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,7,3,KA Pollard,E Lewis,A Mishra,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,7,4,KA Pollard,E Lewis,A Mishra,0,0,0,0,0,0,3,0,3,,,
7948,2,Mumbai Indians,Delhi Daredevils,7,5,E Lewis,KA Pollard,A Mishra,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,7,6,E Lewis,KA Pollard,A Mishra,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,8,1,E Lewis,KA Pollard,L Plunkett,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,8,2,E Lewis,KA Pollard,L Plunkett,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,8,3,KA Pollard,E Lewis,L Plunkett,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,8,4,E Lewis,KA Pollard,L Plunkett,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,8,5,E Lewis,KA Pollard,L Plunkett,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,8,6,KA Pollard,E Lewis,L Plunkett,0,0,0,0,0,0,2,0,2,,,
7948,2,Mumbai Indians,Delhi Daredevils,9,1,E Lewis,KA Pollard,A Mishra,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,9,2,E Lewis,KA Pollard,A Mishra,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,9,3,E Lewis,KA Pollard,A Mishra,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,9,4,KA Pollard,E Lewis,A Mishra,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,9,5,E Lewis,KA Pollard,A Mishra,0,0,0,0,0,0,6,0,6,,,
7948,2,Mumbai Indians,Delhi Daredevils,9,6,E Lewis,KA Pollard,A Mishra,0,0,0,0,0,0,0,0,0,E Lewis,stumped,RR Pant
7948,2,Mumbai Indians,Delhi Daredevils,10,1,KA Pollard,RG Sharma,S Lamichhane,0,0,0,0,0,0,0,0,0,KA Pollard,caught,TA Boult
7948,2,Mumbai Indians,Delhi Daredevils,10,2,KH Pandya,RG Sharma,S Lamichhane,0,0,0,0,0,0,4,0,4,,,
7948,2,Mumbai Indians,Delhi Daredevils,10,3,KH Pandya,RG Sharma,S Lamichhane,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,10,4,KH Pandya,RG Sharma,S Lamichhane,0,0,0,0,0,0,0,0,0,KH Pandya,caught,
7948,2,Mumbai Indians,Delhi Daredevils,10,5,HH Pandya,RG Sharma,S Lamichhane,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,10,6,RG Sharma,HH Pandya,S Lamichhane,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,11,1,RG Sharma,HH Pandya,A Mishra,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,11,2,HH Pandya,RG Sharma,A Mishra,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,11,3,HH Pandya,RG Sharma,A Mishra,0,0,0,0,0,0,2,0,2,,,
